iso3,country,pillar,module,indicator_id,indicator_name,indicator_type,variable_name,question,hierarchy_level,data_type,response,response_value,normalized_response_value,weight,score,parent,row_order,question_order,wip,wib,wim,regional_hub,un_region,barometer_region
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND,1,1,example,[Agency Congressional Budget Justification example](https://gsa.gov/cj),,,,,A.PF.BUDGETSPEND,3,51517,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND,2,1,example,[President's Budget Data](https://www.whitehouse.gov/omb/budget/),,,,,A.PF.BUDGETSPEND,3.1,51517,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND,3,1,example,[Congressional Budget Office Data](https://www.cbo.gov/data/budget-economic-data#9),,,,,A.PF.BUDGETSPEND,3.2,51517,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND,4,1,example,[Congressional Appropriated Budget Information](https://www.congress.gov/help/appropriations-and-budget),,,,,A.PF.BUDGETSPEND,3.3,51517,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND,5,1,example,[USASpending.gov (Reported Spending Data and Explorer)](https://usaspending.gov),,,,,A.PF.BUDGETSPEND,3.4,51517,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.a,Existence,2,response,,,,1,1,A.PF.BUDGETSPEND,0,51518,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.a.ONLINE,Is this data available online in any form?,4,response,"Data is available from government, or because of government actions.",2,1,,,A.PF.BUDGETSPEND.a,0,51519,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.a.ONLINE,"1,2;Please provide a URL(s) for where this data can be found.",4,supporting,"The United States provides structured data for many stages of the budget process (including individual agency budget justifications, the President's whole federal proposed budget, and Congress' projected budget and actual appropriated funds), and provides agency spending data as open data. However oversight agencies continue to find missing data and data errors with the spending data.",,,,,A.PF.BUDGETSPEND.a,2.2,51519,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e,Elements,2,response,,,,100,89.83,A.PF.BUDGETSPEND,0,51520,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1,Kinds of data:,3,response,,,,20,18.58,A.PF.BUDGETSPEND.e,0,51521,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.PROPOSED,"There is structured data available on the executive budget proposal in gross terms, including spending on annual and multi-annual investment projects.",4,response,Yes,2,1,2.84,2.84,A.PF.BUDGETSPEND.e.e1,0,51522,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.PROPOSED,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL(s) where data on the executive budget proposal is located.",4,supporting,"There are agency, OMB, and Congressional budgets at: https://gsa.gov/cj, https://www.whitehouse.gov/omb/budget/, https://www.cbo.gov/data/budget-economic-data#9, https://www.congress.gov/help/appropriations-and-budget",,,,,A.PF.BUDGETSPEND.e.e1,2,51522,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.AMENDED,There is structured data available on amended budgets (when applicable) or amendments of the enacted budget.,4,response,Partially,1,0.5,2.84,1.42,A.PF.BUDGETSPEND.e.e1,0,51523,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.AMENDED,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL(s) where data on amended budgets is located.",4,supporting,"There are agency, OMB, and Congressional budgets at: https://gsa.gov/cj, https://www.whitehouse.gov/omb/budget/, https://www.cbo.gov/data/budget-economic-data#9, https://www.congress.gov/help/appropriations-and-budget",,,,,A.PF.BUDGETSPEND.e.e1,2,51523,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.AMENDED,1;Please briefly explain your 'Partially' answer.,4,supporting,"You can deduce changes in the budget by comparing agency, OMB, and Congressional budgets, but there is not a tracked changes between them.",,,,,A.PF.BUDGETSPEND.e.e1,2.1,51523,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.APPROVED,"There is structured data available on the approved or enacted budget in gross terms, including spending on annual and multi-annual investment projects.",4,response,Yes,2,1,2.9,2.9,A.PF.BUDGETSPEND.e.e1,0,51524,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.APPROVED,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL(s) where data on the approved or enacted budget is located.",4,supporting,The United States provides Federal agency spending data as open data. However oversight agencies continue to find missing data and data errors with the spending data. https://usaspending.gov,,,,,A.PF.BUDGETSPEND.e.e1,2,51524,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.SGA,"There is structured data about government budget execution or spending, in gross terms and on an accrual basis, including spending in annual and multi-annual investment projects.",4,response,Yes,2,1,2.9,2.9,A.PF.BUDGETSPEND.e.e1,0,51525,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.SGA,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL(s) where data on government spending is located.",4,supporting,The United States provides Federal agency spending data as open data. However oversight agencies continue to find missing data and data errors with the spending data. https://usaspending.gov,,,,,A.PF.BUDGETSPEND.e.e1,2,51525,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.EXTRASPENDING,"There is structured data about the government's extrabudgetary funds spending, in gross terms and on an accrual basis.",4,response,Yes,2,1,2.84,2.84,A.PF.BUDGETSPEND.e.e1,0,51526,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.EXTRASPENDING,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL(s) where data on extrabudgetary spending is located.",4,supporting,The United States provides Federal agency spending data as open data. However oversight agencies continue to find missing data and data errors with the spending data. https://usaspending.gov,,,,,A.PF.BUDGETSPEND.e.e1,2,51526,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.SOCIALSECURITY,"There is structured data about the government's social security spending, in gross terms and on an accrual basis.",4,response,Yes,2,1,2.84,2.84,A.PF.BUDGETSPEND.e.e1,0,51527,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.SOCIALSECURITY,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL(s) where data on social security spending is located.",4,supporting,The United States provides Federal agency spending data as open data. However oversight agencies continue to find missing data and data errors with the spending data. https://usaspending.gov,,,,,A.PF.BUDGETSPEND.e.e1,2,51527,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.PUBCORP,"There is structured data about public corporations' spending, in gross terms and on an accrual basis.",4,response,Yes,2,1,2.84,2.84,A.PF.BUDGETSPEND.e.e1,0,51528,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e1.PUBCORP,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL(s) where data on public corporations' spending is located.",4,supporting,The United States provides Federal agency spending data as open data. However oversight agencies continue to find missing data and data errors with the spending data. https://usaspending.gov,,,,,A.PF.BUDGETSPEND.e.e1,2,51528,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2,Data fields and quality:,3,response,,,,20,16.25,A.PF.BUDGETSPEND.e,0,51529,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.ADMIN,Budget entries have administrative classifications to an internationally agreed standard. ,4,response,Yes,2,1,2.5,2.5,A.PF.BUDGETSPEND.e.e2,0,51530,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.ADMIN,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL where administrative classifications are located.",4,supporting,The U.S. uses common international phrasing where appropriate in their spending data descriptions,,,,,A.PF.BUDGETSPEND.e.e2,2,51530,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.ECON,Budget entries have economic classifications to an internationally agreed standard.,4,response,Yes,2,1,2.5,2.5,A.PF.BUDGETSPEND.e.e2,0,51531,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.ECON,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL where economic classifications are located.",4,supporting,The U.S. uses common international phrasing where appropriate in their spending data descriptions,,,,,A.PF.BUDGETSPEND.e.e2,2,51531,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.FUNC,Budget entries have functional classifications to an internationally agreed standard.,4,response,Yes,2,1,2.5,2.5,A.PF.BUDGETSPEND.e.e2,0,51532,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.FUNC,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL where functional classifications are located.",4,supporting,The U.S. uses common international phrasing where appropriate in their spending data descriptions,,,,,A.PF.BUDGETSPEND.e.e2,2,51532,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.PROGRAM,Budget entries have program classifications according to an internationally agreed standard. ,4,response,Partially,1,0.5,2.5,1.25,A.PF.BUDGETSPEND.e.e2,0,51533,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.PROGRAM,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL where program classifications are located.",4,supporting,"Programs vary and can be included in the Object class field, see DAIMS Data Standards: https://www.fiscal.treasury.gov/data-transparency/DAIMS-v2.1.html",,,,,A.PF.BUDGETSPEND.e.e2,2,51533,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.TRANSACTION,Information about individual financial transactions or expenditures is available at the most disaggregated level of the economic classification level.,4,response,Partially,1,0.5,2.5,1.25,A.PF.BUDGETSPEND.e.e2,0,51534,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.TRANSACTION,"1,2;Please, briefly explain your answer.",4,supporting,"Yes, see DAIMS Data Standards: https://www.fiscal.treasury.gov/data-transparency/DAIMS-v2.1.html",,,,,A.PF.BUDGETSPEND.e.e2,2,51534,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.CROSSCUTTING,"Data is disaggregated by cross-cutting programs, or issues such as SDGs, climate action, gender budgeting, etc,",4,response,Partially,1,0.5,2.5,1.25,A.PF.BUDGETSPEND.e.e2,0,51535,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.CROSSCUTTING,"1,2; Please, briefly explain your answer.",4,supporting,The U.S. uses common international phrasing where appropriate in their spending data descriptions.,,,,,A.PF.BUDGETSPEND.e.e2,2,51535,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.COMMONID,The data contains common identifiers to connect budget and budget performance data.,4,response,Yes,2,1,2.5,2.5,A.PF.BUDGETSPEND.e.e2,0,51536,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.COMMONID,"1,2;Please, briefly explain your answer.",4,supporting,There are unique identifiers: DAIMS Data Standards: https://www.fiscal.treasury.gov/data-transparency/DAIMS-v2.1.html,,,,,A.PF.BUDGETSPEND.e.e2,2,51536,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.PROJECT,"The data contains identifiers that can be used to connect budget data with data on major projects (e.g., infrastructure construction) and procurement processes.",4,response,Yes,2,1,2.5,2.5,A.PF.BUDGETSPEND.e.e2,0,51537,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e2.PROJECT,"1,2;If budget and spending data can be found in multiple datasets, please provide the URL where these identifiers are located, and briefly explain your answer.",4,supporting,"Object class refers to programming, see DAIMS Data Standards: https://www.fiscal.treasury.gov/data-transparency/DAIMS-v2.1.html",,,,,A.PF.BUDGETSPEND.e.e2,2,51537,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3,"Data openness, timing, and structure:",3,response,,,,60,60,A.PF.BUDGETSPEND.e,0,51538,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.FREE,Dataset is available free of charge.,4,response,Yes,2,1,10.6,10.6,A.PF.BUDGETSPEND.e.e3,0,51539,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.LICENSE,Data is openly licensed.,4,response,Yes,2,1,10.6,10.6,A.PF.BUDGETSPEND.e.e3,0,51540,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.LICENSE,"1,2;If the data is provided with an explicit open license, please provide the name of the license, or a link to it here.",4,supporting,U.S. Government Works including these datasets are available in the Public Domain https://www.usa.gov/government-works,,,,,A.PF.BUDGETSPEND.e.e3,2.1,51540,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.LANG,"Data is available in all the country’s official or national languages. If the country has no official or national languages, data is available in the major languages of the country.",4,response,Yes,2,1,0,0,A.PF.BUDGETSPEND.e.e3,0,51541,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.LANG,"1,2;Please briefly describe the language coverage available.",4,supporting,The United States does not have an official language. The data is available in English.,,,,,A.PF.BUDGETSPEND.e.e3,2,51541,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.TOOLS,There are accessible and open official tools available to help users explore data.,4,response,Yes,2,1,3.5,3.5,A.PF.BUDGETSPEND.e.e3,0,51542,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.TOOLS,"1,2;Please provide URL.",4,supporting,https://www.usaspending.gov/explorer/agency,,,,,A.PF.BUDGETSPEND.e.e3,2,51542,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.TIMELY,Data is timely and updated.,4,response,Yes,2,1,10.6,10.6,A.PF.BUDGETSPEND.e.e3,0,51543,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.TIMELY,"1,2;When was the most recent update to this dataset?",4,supporting,"FY2021 https://www.whitehouse.gov/omb/budget/
FY2021 https://usaspending.gov/",,,,,A.PF.BUDGETSPEND.e.e3,2,51543,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.HISTORICAL,Historical data is available that allows users to track change over time.,4,response,Yes,2,1,3.5,3.5,A.PF.BUDGETSPEND.e.e3,0,51544,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.HISTORICAL,"1,2;For what time period(s) (e.g., start and end dates) is data available? ",4,supporting,"FY1996-present https://www.govinfo.gov/app/collection/budget
FY2017-present https://usaspending.gov/",,,,,A.PF.BUDGETSPEND.e.e3,2.1,51544,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.MACHINE_READABLE,Data is provided in machine-readable format(s),4,response,Yes,2,1,10.6,10.6,A.PF.BUDGETSPEND.e.e3,0,51545,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.MACHINE_READABLE,"1,2;Please provide a URL where this machine-readable data can be found. (Additional URLs can be included in the justification and supporting evidence)",4,supporting,"https://www.whitehouse.gov/omb/budget/, https://www.cbo.gov/data/budget-economic-data#9, https://usaspending.gov/",,,,,A.PF.BUDGETSPEND.e.e3,2,51545,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.MACHINE_READABLE,"1,2;Please provide a comma separated list of the formats available? (E.g. csv, json)",4,supporting,"csv, json (some xml)",,,,,A.PF.BUDGETSPEND.e.e3,2.1,51545,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.BULK,The machine-readable dataset is available as a whole,4,response,Yes,2,1,10.6,10.6,A.PF.BUDGETSPEND.e.e3,0,51546,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.BULK,"1,2;Please provide a URL where bulk download access is available or described.",4,supporting,https://usaspending.gov/,,,,,A.PF.BUDGETSPEND.e.e3,2,51546,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.e3.BULK,"1,2;If bulk access is provided through an API, please provide a link to where the API is described.",4,supporting,https://api.usaspending.gov/,,,,,A.PF.BUDGETSPEND.e.e3,2.1,51546,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
USA,United States of America,Availability,PUBLIC FINANCE,A.PF.BUDGETSPEND,Availability (PF): Budget and spend data,Primary,A.PF.BUDGETSPEND.e.eb,Negative scoring:,3,response,,,,-20,-5,A.PF.BUDGETSPEND.e,0,51547,0.057,0.02394,0.55,Access Info Europe,Northern America,"European Union, United Kingdom, North America, Israel, Australia and New Zealand"
